;StartNode;EndNode;Class;Rank;Weight
577;cl-;alkaline protease;drug;0;4
578;cl-;apra;drug;0;8
579;cl-;cftr;drug;0;8
580;cl-;cl-;drug;0;12
581;cl-;cystic fibrosis;drug;0;4
582;cl-;p. aeruginosa;drug;0;40
583;cl-;patients;drug;0;8
584;cl-;phe508del-cftr;drug;0;8
585;cl-;pseudomonas aeruginosa;drug;0;4
586;cl-;tobramycin;drug;0;32
587;copd;airway epithelial cell lines;disease;0;1
588;copd;cell lines;disease;0;1
589;copd;cftr;disease;0;2
590;copd;chronic obstructive pulmonary disease;disease;0;1
591;copd;cystic fibrosis;disease;0;2
592;copd;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;disease;0;1
593;copd;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;disease;0;1
594;copd;cystic fibrosis transmembrane regulator;disease;0;1
595;copd;il-17;disease;0;1
596;copd;il-22;disease;0;1
597;copd;il-6;disease;0;4
598;copd;inflammation;disease;0;1
599;copd;interleukin (il)-6;disease;0;1
600;copd;lasb;disease;0;5
601;copd;mice;disease;0;3
602;copd;p. aeruginosa;disease;0;3
603;copd;pao1;disease;0;2
604;copd;pseudomonas aeruginosa;disease;0;3
605;copd;stat3;disease;0;1
606;copd;trappin-2;disease;0;3
607;copd;ventilator-associated pneumonia;disease;0;1
608;copd;wt-pao1;disease;0;1
609;cysteine;agi/;drug;0;1
610;cysteine;agi/ii of;drug;0;1
611;cysteine;antigen i/ii;drug;0;1
612;cysteine;c(123)(pas);drug;0;1
613;cysteine;c. albicans;drug;0;2
614;cysteine;candida albicans;drug;0;2
615;cysteine;cftr;drug;0;1
616;cysteine;cystic fibrosis;drug;0;1
617;cysteine;cystic fibrosis lungs;drug;0;1
618;cysteine;dev-igg domains;drug;0;1
619;cysteine;fibrinogen;drug;0;2
620;cysteine;frd1;drug;0;1
621;cysteine;gp340;drug;0;1
622;cysteine;lung alveolar glycoprotein 340;drug;0;1
623;cysteine;lung alveolar protein gp340;drug;0;1
624;cysteine;p. aeruginosa;drug;0;2
625;cysteine;pas;drug;0;2
626;cysteine;patients;drug;0;1
627;cysteine;pseudomonas aeruginosa;drug;0;2
628;cysteine;purulent infections;drug;0;1
629;cysteine;s. intermedius;drug;0;3
630;cysteine;scavenger receptor cysteine-rich domains;drug;0;1
631;cysteine;sortase a-deficient mutant;drug;0;1
632;cysteine;srcrs;drug;0;1
633;cysteine;srta;drug;0;1
634;cysteine;streptococcus intermedius;drug;0;3
635;cysteine;v(pas);drug;0;1
636;cystic fibrosis;agi/;disease;0;1
637;cystic fibrosis;agi/ii of;disease;0;1
638;cystic fibrosis;airway epithelial cell lines;disease;0;2
639;cystic fibrosis;alkaline protease;disease;0;1
640;cystic fibrosis;antigen i/ii;disease;0;1
641;cystic fibrosis;apra;disease;0;2
642;cystic fibrosis;bovine;disease;0;3
643;cystic fibrosis;bovine interleukin (il)-8 promoter;disease;0;3
644;cystic fibrosis;c(123)(pas);disease;0;1
645;cystic fibrosis;c. albicans;disease;0;2
646;cystic fibrosis;calu-3 cell line;disease;0;1
647;cystic fibrosis;candida albicans;disease;0;2
648;cystic fibrosis;cell lines;disease;0;3
649;cystic fibrosis;cf-adapted clinical isolate;disease;0;2
650;cystic fibrosis;cftr;disease;0;24
651;cystic fibrosis;cftr channel;disease;0;2
652;cystic fibrosis;cftr impairment;disease;0;2
653;cystic fibrosis;cftr proteins;disease;0;2
654;cystic fibrosis;cftr- epithelial cells;disease;0;1
655;cystic fibrosis;chloride;disease;0;1
656;cystic fibrosis;chronic obstructive pulmonary disease;disease;0;2
657;cystic fibrosis;ciprofloxacin;disease;0;5
658;cystic fibrosis;cl-;disease;0;4
659;cystic fibrosis;copd;disease;0;2
660;cystic fibrosis;cysteine;disease;0;1
661;cystic fibrosis;cystic fibrosis;disease;0;12
662;cystic fibrosis;cystic fibrosis lungs;disease;0;1
663;cystic fibrosis;cystic fibrosis transmembrane conductance regulator;disease;0;5
664;cystic fibrosis;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;disease;0;2
665;cystic fibrosis;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;disease;0;2
666;cystic fibrosis;cystic fibrosis transmembrane regulator;disease;0;2
667;cystic fibrosis;dev-igg domains;disease;0;1
668;cystic fibrosis;f508del-cfbe cells;disease;0;1
669;cystic fibrosis;f508del-cftr;disease;0;9
670;cystic fibrosis;f508del-cftr mutation;disease;0;1
671;cystic fibrosis;fibrinogen;disease;0;2
672;cystic fibrosis;frd1;disease;0;1
673;cystic fibrosis;galleria mellonella;disease;0;2
674;cystic fibrosis;gp340;disease;0;1
675;cystic fibrosis;hdmf;disease;0;2
676;cystic fibrosis;hereditary disease;disease;0;2
677;cystic fibrosis;human;disease;0;1
678;cystic fibrosis;human airway epithelial cell line model;disease;0;1
679;cystic fibrosis;human bronchial epithelial (hbe) cells;disease;0;1
680;cystic fibrosis;il-17;disease;0;2
681;cystic fibrosis;il-22;disease;0;2
682;cystic fibrosis;il-6;disease;0;8
683;cystic fibrosis;il-8;disease;0;3
684;cystic fibrosis;ilomastat;disease;0;15
685;cystic fibrosis;inflammation;disease;0;2
686;cystic fibrosis;inflammatory diseases;disease;0;3
687;cystic fibrosis;interleukin (il)-6;disease;0;2
688;cystic fibrosis;lasb;disease;0;10
689;cystic fibrosis;lasr;disease;0;4
690;cystic fibrosis;lethality;disease;0;2
691;cystic fibrosis;lung alveolar glycoprotein 340;disease;0;1
692;cystic fibrosis;lung alveolar protein gp340;disease;0;1
693;cystic fibrosis;lung inflammation;disease;0;6
694;cystic fibrosis;marimastat;disease;0;15
695;cystic fibrosis;mice;disease;0;23
696;cystic fibrosis;p. aeruginosa;disease;0;47
697;cystic fibrosis;p. aeruginosa infections;disease;0;2
698;cystic fibrosis;pak;disease;0;1
699;cystic fibrosis;pao1;disease;0;7
700;cystic fibrosis;pao1 infections;disease;0;2
701;cystic fibrosis;pas;disease;0;2
702;cystic fibrosis;patients;disease;0;3
703;cystic fibrosis;phe508del-cftr;disease;0;2
704;cystic fibrosis;pseudomonas;disease;0;2
705;cystic fibrosis;pseudomonas aeruginosa;disease;0;22
706;cystic fibrosis;purulent infections;disease;0;1
707;cystic fibrosis;respiratory infections;disease;0;2
708;cystic fibrosis;s. intermedius;disease;0;3
709;cystic fibrosis;scavenger receptor cysteine-rich domains;disease;0;1
710;cystic fibrosis;sortase a-deficient mutant;disease;0;1
711;cystic fibrosis;srcrs;disease;0;1
712;cystic fibrosis;srta;disease;0;1
713;cystic fibrosis;stat3;disease;0;2
714;cystic fibrosis;streptococcus intermedius;disease;0;3
715;cystic fibrosis;tobramycin;disease;0;8
716;cystic fibrosis;trappin-2;disease;0;6
717;cystic fibrosis;v(pas);disease;0;1
718;cystic fibrosis;ventilator-associated pneumonia;disease;0;2
719;cystic fibrosis;vrt-325;disease;0;2
720;cystic fibrosis;vx-770;disease;0;6
721;cystic fibrosis;vx-809;disease;0;12
722;cystic fibrosis;wt-cftr;disease;0;9
723;cystic fibrosis;wt-pao1;disease;0;2
724;cystic fibrosis;zebrafish;disease;0;4
725;cystic fibrosis lungs;agi/;disease;0;1
726;cystic fibrosis lungs;agi/ii of;disease;0;1
727;cystic fibrosis lungs;antigen i/ii;disease;0;1
728;cystic fibrosis lungs;c(123)(pas);disease;0;1
729;cystic fibrosis lungs;c. albicans;disease;0;2
730;cystic fibrosis lungs;candida albicans;disease;0;2
731;cystic fibrosis lungs;cftr;disease;0;1
732;cystic fibrosis lungs;cysteine;disease;0;1
733;cystic fibrosis lungs;cystic fibrosis;disease;0;1
734;cystic fibrosis lungs;dev-igg domains;disease;0;1
735;cystic fibrosis lungs;fibrinogen;disease;0;2
736;cystic fibrosis lungs;frd1;disease;0;1
737;cystic fibrosis lungs;gp340;disease;0;1
738;cystic fibrosis lungs;lung alveolar glycoprotein 340;disease;0;1
739;cystic fibrosis lungs;lung alveolar protein gp340;disease;0;1
740;cystic fibrosis lungs;p. aeruginosa;disease;0;2
741;cystic fibrosis lungs;pas;disease;0;2
742;cystic fibrosis lungs;patients;disease;0;1
743;cystic fibrosis lungs;pseudomonas aeruginosa;disease;0;2
744;cystic fibrosis lungs;purulent infections;disease;0;1
745;cystic fibrosis lungs;s. intermedius;disease;0;3
746;cystic fibrosis lungs;scavenger receptor cysteine-rich domains;disease;0;1
747;cystic fibrosis lungs;sortase a-deficient mutant;disease;0;1
748;cystic fibrosis lungs;srcrs;disease;0;1
749;cystic fibrosis lungs;srta;disease;0;1
750;cystic fibrosis lungs;streptococcus intermedius;disease;0;3
751;cystic fibrosis lungs;v(pas);disease;0;1
752;cystic fibrosis transmembrane conductance regulator;bovine;gene;0;1
753;cystic fibrosis transmembrane conductance regulator;bovine interleukin (il)-8 promoter;gene;0;1
754;cystic fibrosis transmembrane conductance regulator;cf-adapted clinical isolate;gene;0;1
755;cystic fibrosis transmembrane conductance regulator;cftr;disease;0;6
756;cystic fibrosis transmembrane conductance regulator;cftr;gene;0;6
757;cystic fibrosis transmembrane conductance regulator;cftr dysfunction;disease;0;2
758;cystic fibrosis transmembrane conductance regulator;cftr impairment;gene;0;1
759;cystic fibrosis transmembrane conductance regulator;cftr proteins;gene;0;1
760;cystic fibrosis transmembrane conductance regulator;chloride;disease;0;1
761;cystic fibrosis transmembrane conductance regulator;chronic rhinosinusitis;disease;0;1
762;cystic fibrosis transmembrane conductance regulator;cl(-);disease;0;2
763;cystic fibrosis transmembrane conductance regulator;cystic fibrosis;gene;0;5
764;cystic fibrosis transmembrane conductance regulator;f508del-cftr;gene;0;2
765;cystic fibrosis transmembrane conductance regulator;forskolin;disease;0;1
766;cystic fibrosis transmembrane conductance regulator;hdmf;gene;0;1
767;cystic fibrosis transmembrane conductance regulator;human;disease;0;1
768;cystic fibrosis transmembrane conductance regulator;il-8;gene;0;1
769;cystic fibrosis transmembrane conductance regulator;ilomastat;gene;0;5
770;cystic fibrosis transmembrane conductance regulator;inflammatory diseases;gene;0;1
771;cystic fibrosis transmembrane conductance regulator;ivacaftor;disease;0;7
772;cystic fibrosis transmembrane conductance regulator;lasr;gene;0;2
773;cystic fibrosis transmembrane conductance regulator;lung inflammation;gene;0;2
774;cystic fibrosis transmembrane conductance regulator;marimastat;gene;0;5
775;cystic fibrosis transmembrane conductance regulator;mice;gene;0;5
776;cystic fibrosis transmembrane conductance regulator;mucus stasis;disease;0;1
777;cystic fibrosis transmembrane conductance regulator;p aeruginosa;disease;0;2
778;cystic fibrosis transmembrane conductance regulator;p. aeruginosa;gene;0;7
779;cystic fibrosis transmembrane conductance regulator;pao1;disease;0;1
780;cystic fibrosis transmembrane conductance regulator;pao1;gene;0;1
781;cystic fibrosis transmembrane conductance regulator;pseudomonas aeruginosa;disease;0;1
782;cystic fibrosis transmembrane conductance regulator;pseudomonas aeruginosa;gene;0;3
783;cystic fibrosis transmembrane conductance regulator;rabbit;disease;0;6
784;cystic fibrosis transmembrane conductance regulator;rabbit nasal epithelial (rne) cultures;disease;0;1
785;cystic fibrosis transmembrane conductance regulator;rne cultures;disease;0;1
786;cystic fibrosis transmembrane conductance regulator;sinus disease;disease;0;1
787;cystic fibrosis transmembrane conductance regulator;sinusitis;disease;0;1
788;cystic fibrosis transmembrane conductance regulator;vrt-325;gene;0;1
789;cystic fibrosis transmembrane conductance regulator;vx-809;gene;0;1
790;cystic fibrosis transmembrane conductance regulator;wt-cftr;gene;0;4
791;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;airway epithelial cell lines;disease;0;1
792;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;cell lines;disease;0;1
793;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;cftr;disease;0;2
794;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;chronic obstructive pulmonary disease;disease;0;1
795;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;copd;disease;0;1
796;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;cystic fibrosis;disease;0;2
797;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;disease;0;1
798;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;cystic fibrosis transmembrane regulator;disease;0;1
799;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;il-17;disease;0;1
800;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;il-22;disease;0;1
801;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;il-6;disease;0;4
802;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;inflammation;disease;0;1
803;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;interleukin (il)-6;disease;0;1
804;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;lasb;disease;0;5
805;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;mice;disease;0;3
806;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;p. aeruginosa;disease;0;3
807;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;pao1;disease;0;2
808;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;pseudomonas aeruginosa;disease;0;3
809;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;stat3;disease;0;1
810;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;trappin-2;disease;0;3
811;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;ventilator-associated pneumonia;disease;0;1
812;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;wt-pao1;disease;0;1
813;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;airway epithelial cell lines;cell_line;0;1
814;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;cell lines;cell_line;0;1
815;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;cftr;cell_line;0;2
816;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;chronic obstructive pulmonary disease;cell_line;0;1
817;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;copd;cell_line;0;1
818;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;cystic fibrosis;cell_line;0;2
819;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;cell_line;0;1
820;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;cystic fibrosis transmembrane regulator;cell_line;0;1
821;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;il-17;cell_line;0;1
822;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;il-22;cell_line;0;1
823;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;il-6;cell_line;0;4
824;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;inflammation;cell_line;0;1
825;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;interleukin (il)-6;cell_line;0;1
826;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;lasb;cell_line;0;5
827;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;mice;cell_line;0;3
828;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;p. aeruginosa;cell_line;0;3
829;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;pao1;cell_line;0;2
830;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;pseudomonas aeruginosa;cell_line;0;3
831;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;stat3;cell_line;0;1
832;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;trappin-2;cell_line;0;3
833;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;ventilator-associated pneumonia;cell_line;0;1
834;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;wt-pao1;cell_line;0;1
835;cystic fibrosis transmembrane regulator;airway epithelial cell lines;gene;0;1
836;cystic fibrosis transmembrane regulator;cell lines;gene;0;1
837;cystic fibrosis transmembrane regulator;cftr;gene;0;2
838;cystic fibrosis transmembrane regulator;chronic obstructive pulmonary disease;gene;0;1
839;cystic fibrosis transmembrane regulator;copd;gene;0;1
840;cystic fibrosis transmembrane regulator;cystic fibrosis;gene;0;2
841;cystic fibrosis transmembrane regulator;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;gene;0;1
842;cystic fibrosis transmembrane regulator;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;gene;0;1
843;cystic fibrosis transmembrane regulator;il-17;gene;0;1
844;cystic fibrosis transmembrane regulator;il-22;gene;0;1
845;cystic fibrosis transmembrane regulator;il-6;gene;0;4
846;cystic fibrosis transmembrane regulator;inflammation;gene;0;1
847;cystic fibrosis transmembrane regulator;interleukin (il)-6;gene;0;1
848;cystic fibrosis transmembrane regulator;lasb;gene;0;5
849;cystic fibrosis transmembrane regulator;mice;gene;0;3
850;cystic fibrosis transmembrane regulator;p. aeruginosa;gene;0;3
851;cystic fibrosis transmembrane regulator;pao1;gene;0;2
852;cystic fibrosis transmembrane regulator;pseudomonas aeruginosa;gene;0;3
853;cystic fibrosis transmembrane regulator;stat3;gene;0;1
854;cystic fibrosis transmembrane regulator;trappin-2;gene;0;3
855;cystic fibrosis transmembrane regulator;ventilator-associated pneumonia;gene;0;1
856;cystic fibrosis transmembrane regulator;wt-pao1;gene;0;1
857;dead cells;amino acid;cell_type;0;2
858;dead cells;amino acid receptors pcta, b and c;cell_type;0;1
859;dead cells;amino acids;cell_type;0;1
860;dead cells;cftr;cell_type;0;1
861;dead cells;epithelial cells;cell_type;0;1
862;dead cells;gfp;cell_type;0;1
863;dead cells;glucose;cell_type;0;1
864;dead cells;pak;cell_type;0;3
865;dead cells;pao1;cell_type;0;5
866;dead cells;propidium iodide;cell_type;0;1
867;dead cells;pseudomonas aeruginosa;cell_type;0;2
868;dev-igg domains;agi/;gene;0;1
869;dev-igg domains;agi/ii of;gene;0;1
870;dev-igg domains;antigen i/ii;gene;0;1
871;dev-igg domains;c(123)(pas);gene;0;1
872;dev-igg domains;c. albicans;gene;0;2
873;dev-igg domains;candida albicans;gene;0;2
874;dev-igg domains;cftr;gene;0;1
875;dev-igg domains;cysteine;gene;0;1
876;dev-igg domains;cystic fibrosis;gene;0;1
877;dev-igg domains;cystic fibrosis lungs;gene;0;1
878;dev-igg domains;fibrinogen;gene;0;2
879;dev-igg domains;frd1;gene;0;1
880;dev-igg domains;gp340;gene;0;1
881;dev-igg domains;lung alveolar glycoprotein 340;gene;0;1
882;dev-igg domains;lung alveolar protein gp340;gene;0;1
883;dev-igg domains;p. aeruginosa;gene;0;2
884;dev-igg domains;pas;gene;0;2
885;dev-igg domains;patients;gene;0;1
886;dev-igg domains;pseudomonas aeruginosa;gene;0;2
887;dev-igg domains;purulent infections;gene;0;1
